index,Price Date,Temp_Max,Temp_Avg,Temp_Min,Dew_Max,Dew_Avg,Dew_Min,Humid_Max,Humid_Avg,Humid_Min,Wind_Max,Wind_Avg,Wind_Min,Pressure_Avg,Precipitation_Total
152,14,90.825,81.98062499999997,73.3875,67.35,71.82250000000002,67.35,90.175,73.67499999999998,54.29375,10.34375,4.971250000000003,1.25625,29.56249999999996,0.0
153,16,90.5375,81.67937499999995,73.05625,66.9625,71.43062500000003,66.9625,89.99375,73.45312499999999,54.14375,10.325,4.947500000000003,1.2,29.56999999999996,0.0
154,17,90.38125,81.50999999999995,72.88125,66.76875,71.24000000000005,66.76875,89.95,73.39062499999999,54.08125,10.325,4.941875000000001,1.2,29.57374999999995,0.0
155,18,90.225,81.35187499999995,72.725,66.60625,71.10500000000005,66.60625,89.96875,73.42125,54.1625,10.3,4.911250000000001,1.15625,29.57687499999995,0.0
156,19,90.09375,81.19499999999995,72.56875,66.48125,70.99437500000005,66.48125,90.0625,73.504375,54.2125,10.2625,4.863750000000001,1.15625,29.579374999999953,0.0
157,20,89.96875,81.06624999999998,72.425,66.36875,70.88812500000004,66.36875,90.15,73.54437499999997,54.2125,10.2125,4.8112499999999985,1.1125,29.58187499999996,0.0
158,21,89.85625,80.94187499999998,72.28125,66.24375,70.78937500000005,66.24375,90.2375,73.581875,54.23125,10.15625,4.760625000000001,1.05625,29.58437499999995,0.0
159,23,89.6,80.70437499999998,72.0375,65.98125,70.54625000000004,65.98125,90.1625,73.53187499999999,54.31875,9.7625,4.696875000000001,1.0125,29.588749999999962,0.0
160,24,89.4875,80.579375,71.89375,65.86875,70.43562500000004,65.86875,90.20625,73.54499999999999,54.36875,9.725,4.671875000000002,1.0125,29.591249999999963,0.0
161,25,89.3625,80.441875,71.7375,65.75625,70.32312500000005,65.75625,90.2625,73.585,54.36875,9.7,4.655000000000002,1.0,29.59374999999996,0.0
